"energy [MeV]", "mu [cm2/g]", "mu_en [cm2/g]"
0.001,9096.0,9078.0
0.00103542,8465.0,8448.0
0.0010721,7863.0,7847.0
0.0010721,8198.0,8181.0
0.0015,3919.0,3908.0
0.002,1997.0,1988.0
0.003,742.0,735.1
0.004,360.7,354.8
0.0045571,259.2,253.7
0.0045571,755.0,712.1
0.00470229,712.3,672.4
0.0048521,663.6,627.0
0.0048521,894.3,837.5
0.005,843.0,790.3
0.0051881,766.5,719.8
0.0051881,883.7,828.3
0.006,617.3,582.2
0.008,292.2,277.7
0.01,162.6,154.8
0.015,55.12,52.08
0.02,25.43,23.63
0.03,8.561,7.622
0.0331694,6.553,5.744
0.0331694,35.82,11.88
0.04,22.1,9.616
0.05,12.32,6.573
0.06,7.579,4.518
0.08,3.51,2.331
0.1,1.942,1.342
0.15,0.6978,0.4742
0.2,0.3663,0.2295
0.3,0.1771,0.09257
0.4,0.1217,0.0565
0.5,0.09701,0.04267
0.6,0.08313,0.03598
0.8,0.06749,0.02962
1.0,0.05841,0.02646
1.25,0.05111,0.02399
1.5,0.04647,0.02243
2.0,0.04124,0.02092
3.0,0.03716,0.02059
4.0,0.03607,0.02142
5.0,0.03608,0.0225
6.0,0.03655,0.02357
8.0,0.03815,0.02553
10.0,0.04002,0.02714
15.0,0.04455,0.0298
20.0,0.04823,0.03101
