"energy [MeV]", "mu [cm2/g]", "mu_en [cm2/g]"
0.001,4830.0,4817.0
0.0015,2174.0,2161.0
0.002,1184.0,1172.0
0.0022949,877.3,866.0
0.0022949,992.5,977.8
0.00233947,1407.0,1378.0
0.0023849,2151.0,2101.0
0.0023849,2316.0,2261.0
0.00260577,2257.0,2202.0
0.0028471,2080.0,2030.0
0.0028471,2400.0,2343.0
0.003,2117.0,2069.0
0.0032785,1704.0,1666.0
0.0032785,1808.0,1767.0
0.00341712,1638.0,1600.0
0.0035616,1486.0,1454.0
0.0035616,1549.0,1515.0
0.004,1179.0,1153.0
0.005,686.9,671.0
0.006,438.7,427.2
0.008,214.0,206.5
0.01,122.1,116.4
0.0122839,72.66,68.21
0.0122839,178.0,143.7
0.0132113,146.4,119.7
0.0142087,120.9,99.88
0.0142087,166.3,128.9
0.0145206,167.4,123.3
0.0148393,150.1,117.3
0.0148393,172.8,134.0
0.015,168.1,130.7
0.02,81.23,66.47
0.03,28.41,24.1
0.04,13.42,11.41
0.05,7.504,6.321
0.06,4.683,3.878
0.08,2.259,1.782
0.0831023,2.055,1.607
0.0831023,8.464,2.384
0.1,5.279,2.043
0.15,1.909,1.036
0.2,0.9456,0.5661
0.3,0.3834,0.2342
0.4,0.2224,0.1304
0.5,0.1555,0.08711
0.6,0.121,0.06536
0.8,0.08679,0.04493
1.0,0.06993,0.03563
1.25,0.05814,0.02936
1.5,0.05179,0.02605
2.0,0.04575,0.02339
3.0,0.04207,0.02307
4.0,0.04172,0.02436
5.0,0.04246,0.02586
6.0,0.04362,0.0273
8.0,0.04643,0.02975
10.0,0.04937,0.03165
15.0,0.05613,0.0346
20.0,0.06154,0.03576
